Video,Keyword,Resource
,SEBRAE,http://pt.dbpedia.org/resource/Serviço_Brasileiro_de_Apoio_às_Micro_e_Pequenas_Empresas
,SOFTEX,http://pt.dbpedia.org/resource/AssociaçaÞo_para_PromoçaÞo_da_Excelência_do_Software_Brasileiro
,,
Video_146,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,Plano Real,http://pt.dbpedia.org/resource/Plano_Real
,InflaçaÞo,http://pt.dbpedia.org/resource/InflaçaÞo
,InflaçaÞo inercial,http://pt.dbpedia.org/resource/InflaçaÞo_inercial
,Economia,http://pt.dbpedia.org/resource/Economia
,Copom,http://pt.dbpedia.org/resource/Comitê_de_Política_Monetária
,,
Video_147,,
,Orçamento,http://pt.dbpedia.org/resource/Orçamento
,AdministraçaÞo financeira,http://pt.dbpedia.org/resource/AdministraçaÞo_financeira
,,
Video_148,,
,Sinergia,http://pt.dbpedia.org/resource/Sinergia
,Relacionamentos interpessoais,http://pt.dbpedia.org/resource/Relacionamentos_interpessoais
,ComunicaçaÞo interpessoal,http://pt.dbpedia.org/resource/ComunicaçaÞo_interpessoal
,InteraçaÞo,http://pt.dbpedia.org/resource/InteraçaÞo_social
,PercepçaÞo,http://pt.dbpedia.org/resource/PercepçaÞo
,Autoconceito,http://pt.dbpedia.org/resource/Autoimagem
,,
Video_149,,
,Orçamento,http://pt.dbpedia.org/resource/Orçamento
,GestaÞo de Pessoas,http://pt.dbpedia.org/resource/GestaÞo_de_Recursos_Humanos
,Tomada de decisaÞo,http://pt.dbpedia.org/resource/Tomada_de_decisaÞo
,,
Video_150,,
,Contabilidade,http://pt.dbpedia.org/resource/Contabilidade
,SEBRAE,http://pt.dbpedia.org/resource/Serviço_Brasileiro_de_Apoio_às_Micro_e_Pequenas_Empresas
,Patrimônio,http://pt.dbpedia.org/resource/Patrimônio
,,
Video_151,,
,Patrimônio,http://pt.dbpedia.org/resource/Patrimônio
,Bens,http://pt.dbpedia.org/resource/Bem_(direito)
,Direito,http://pt.dbpedia.org/resource/Direito
,Ativo,http://pt.dbpedia.org/resource/Ativo
,Patrimônio líquido,http://pt.dbpedia.org/resource/Patrimônio_líquido
,Passivo,http://pt.dbpedia.org/resource/Passivo_(contabilidade)
,Receita,http://pt.dbpedia.org/resource/Receita_(economia)
,Despesa,http://pt.dbpedia.org/resource/Despesa
,Passivo a descoberto ,http://pt.dbpedia.org/resource/Passivo_a_descoberto
,,
Video_152,,
,Marketing,http://pt.dbpedia.org/resource/Marketing
,Produto tangível,http://pt.dbpedia.org/resource/Produto_tangível
,Comércio,http://pt.dbpedia.org/resource/Comércio
,Produto,http://pt.dbpedia.org/resource/Produto_(marketing)
,,
Video_153,,
,Marketing,http://pt.dbpedia.org/resource/Marketing
,Produto,http://pt.dbpedia.org/resource/Produto_(marketing)
,PromoçaÞo,http://pt.dbpedia.org/resource/PromoçaÞo
,Merchandising,http://pt.dbpedia.org/resource/Merchandising
,Ponto de venda,http://pt.dbpedia.org/resource/Ponto_de_venda
,FidelizaçaÞo,http://pt.dbpedia.org/resource/FidelizaçaÞo
,,
Video_154,,
,ProduçaÞo,http://pt.dbpedia.org/resource/ProduçaÞo
,Processo,http://pt.dbpedia.org/resource/Processo
,AdministraçaÞo da produçaÞo,http://pt.dbpedia.org/resource/AdministraçaÞo_da_produçaÞo
,FunçaÞo produçaÞo,http://pt.dbpedia.org/resource/FunçaÞo_produçaÞo
,,
Video_155,,
,ProduçaÞo,http://pt.dbpedia.org/resource/ProduçaÞo
,,
Video_156,,
,Relatorios Contábeis,http://pt.dbpedia.org/resource/DemonstraçoÞes_contábeis
,Balanço patrimonial,http://pt.dbpedia.org/resource/Balanço_patrimonial
,DemonstraçaÞo do resultado do exercício,http://pt.dbpedia.org/resource/DemonstraçaÞo_do_resultado_do_exercício
,Ativo circulante,http://pt.dbpedia.org/resource/Ativo_circulante
,Ativo naÞo circulante,http://pt.dbpedia.org/resource/Ativo_naÞo_circulante
,Ativo realizável a longo prazo,http://pt.dbpedia.org/resource/Ativo_realizável_a_longo_prazo
,Passivo circulante,http://pt.dbpedia.org/resource/Passivo_circulante
,Passivo naÞo circulante,http://pt.dbpedia.org/resource/Passivo_naÞo_circulante
,Passivo exigível a longo prazo,http://pt.dbpedia.org/resource/Passivo_exigível_a_longo_prazo
,,
Video_157,,
,Recrutamento,http://pt.dbpedia.org/resource/Recrutamento.
,Mercado de trabalho,http://pt.dbpedia.org/resource/Mercado_de_trabalho
,Recursos Humanos,http://pt.dbpedia.org/resource/Recursos_Humanos
,Entrevista,http://pt.dbpedia.org/resource/Entrevistas_de_Emprego
,,
Video_158,,
,Fluxo de caixa,http://pt.dbpedia.org/resource/Fluxo_de_caixa
,DemonstraçaÞo do resultado do exercício,http://pt.dbpedia.org/resource/DemonstraçaÞo_do_resultado_do_exercício
,Receita líquida,http://pt.dbpedia.org/resource/Receita_líquida
,Lucro bruto,http://pt.dbpedia.org/resource/Lucro_bruto
,Lucro Líquido,http://pt.dbpedia.org/resource/Lucro
,DemonstraçaÞo de Lucros ou Prejuízos Acumulados,http://pt.dbpedia.org/resource/DemonstraçaÞo_de_Lucros_ou_Prejuízos_Acumulados
,,
Video_159,,
,Estrutura organizacional,http://pt.dbpedia.org/resource/Estrutura_organizacional
,Sistema,http://pt.dbpedia.org/resource/Sistema
,Organograma,http://pt.dbpedia.org/resource/Organograma
,Rádio-peaÞo,http://pt.dbpedia.org/resource/Rádio-peaÞo
,Autoridade,http://pt.dbpedia.org/resource/Autoridade
,,
Video_160,,
,Estrutura organizacional,http://pt.dbpedia.org/resource/Estrutura_organizacional
,,
Video_161,,
,Estratégia,http://pt.dbpedia.org/resource/Estratégia
,Vantagem competitiva,http://pt.dbpedia.org/resource/Vantagem_competitiva
,Planejamento estratégico,http://pt.dbpedia.org/resource/Planejamento_estratégico
,,
Video_162,,
,Estratégia,http://pt.dbpedia.org/resource/Estratégia
,Planejamento estratégico,http://pt.dbpedia.org/resource/Planejamento_estratégico
,SWOT,http://pt.dbpedia.org/resource/Análise_SWOT
,,
Video_163,,
,AdministraçaÞo financeira,http://pt.dbpedia.org/resource/AdministraçaÞo_financeira
,Planejamento financeiro,http://pt.dbpedia.org/resource/Planejamento_financeiro
,VisaÞo Holística,http://pt.dbpedia.org/resource/AdministraçaÞo_holística
,,
Video_164,,
,AdministraçaÞo financeira,http://pt.dbpedia.org/resource/AdministraçaÞo_financeira
,Ativo,http://pt.dbpedia.org/resource/Ativo
,Passivo,http://pt.dbpedia.org/resource/Passivo
,,
Video_165,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,Experiência,http://pt.dbpedia.org/resource/Conhecimento
,,
Video_166,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,Conhecimento,http://pt.dbpedia.org/resource/Conhecimento
,Negócio,http://pt.dbpedia.org/resource/Neg%C3%B3cio
,,
Video_167,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,Conhecimento,http://pt.dbpedia.org/resource/Conhecimento
,Marketing,http://pt.dbpedia.org/resource/Marketing
,Startups,http://pt.dbpedia.org/resource/Companhia_startup
,,
Video_168,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,InovaçaÞo,http://pt.dbpedia.org/resource/Inova%C3%A7%C3%A3o
,,
Video_169,,
,Programador,http://pt.dbpedia.org/resource/Programador
,IOS,http://pt.dbpedia.org/resource/IOS
,Aplicativo,http://pt.dbpedia.org/resource/Software_aplicativo
,Iphone,http://pt.dbpedia.org/resource/IPhone
,,
Video_170,,
,Variável,http://pt.dbpedia.org/resource/Vari%C3%A1vel_(programa%C3%A7%C3%A3o)
,Constante,http://pt.dbpedia.org/resource/Constante_(programa%C3%A7%C3%A3o)
,Swift,http://pt.dbpedia.org/resource/Swift_(linguagem_de_programa%C3%A7%C3%A3o)
,Xcode,http://pt.dbpedia.org/resource/Xcode
,,
Video_171,,
,Interface gráfica,http://pt.dbpedia.org/resource/Interface_gráfica_do_utilizador
,Quiz,http://pt.dbpedia.org/resource/Quiz
,,
Video_172,,
,Aplicativo,http://pt.dbpedia.org/resource/Software_aplicativo
,Interface,http://pt.dbpedia.org/resource/Interface_do_utilizador
,Design,http://pt.dbpedia.org/resource/Design
,,
Video_173,,
,Desenvolvimento pessoal ,http://pt.dbpedia.org/resource/Desenvolvimento_de_software
,Desenvolvedor,http://pt.dbpedia.org/resource/Programador
,Aplicativo,http://pt.dbpedia.org/resource/Software_aplicativo
,IOS,http://pt.dbpedia.org/resource/IOS
,,
Video_174,,
,Desenvolvimento,http://pt.dbpedia.org/resource/Desenvolvimento_de_software
,Aplicativo,http://pt.dbpedia.org/resource/Software_aplicativo
,Apple,http://pt.dbpedia.org/resource/Apple
,IOS,http://pt.dbpedia.org/resource/IOS
,Iphone,http://pt.dbpedia.org/resource/IPhone
,App,http://pt.dbpedia.org/resource/APP
,,
Video_175,,
,Bits,http://pt.dbpedia.org/resource/Bit
,Corrente contínua,http://pt.dbpedia.org/resource/Corrente_contínua
,Sinal analógico,http://pt.dbpedia.org/resource/Sinal_anal%C3%B3gico
,Conversor analógico digital,http://pt.dbpedia.org/resource/Conversor_digital-anal%C3%B3gico
,Sinal,http://pt.dbpedia.org/resource/Sinal_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,Processamento digital de sinais,http://pt.dbpedia.org/resource/Processamento_de_sinal
,,
Video_176,,
,Sinal digital,http://pt.dbpedia.org/resource/Sinal_digital
,Sinais analógicos,http://pt.dbpedia.org/resource/Sinal_analógico
,Aliasing,http://pt.dbpedia.org/resource/Anti-aliasing
,Estroboscópico,http://pt.dbpedia.org/resource/Estroboscópico
,Sinal,http://pt.dbpedia.org/resource/Sinal_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,Taxa de amostragem,http://pt.dbpedia.org/resource/Taxa_de_amostragem
,,
Video_177,,
,Transformada de Fourier,http://pt.dbpedia.org/resource/Transformada_de_Fourier
,Frequência,http://pt.dbpedia.org/resource/Frequ%C3%AAncia
,,
Video_178,,
,Frequências,http://pt.dbpedia.org/resource/Frequ%C3%AAncia
,Taxa de amostragem,http://pt.dbpedia.org/resource/Taxa_de_amostragem
,DAC,http://pt.dbpedia.org/resource/Conversor_digital-anal%C3%B3gico
,Aliasing,http://pt.dbpedia.org/resource/Anti-aliasing
,,
Video_179,,
,Brasil,http://pt.dbpedia.org/resource/Brasil
,Ensino,http://pt.dbpedia.org/resource/Ensino
,Ensino médio,http://pt.dbpedia.org/resource/Ensino_médio
,EducaçaÞo,http://pt.dbpedia.org/resource/Educa%C3%A7%C3%A3o
,Aprendizado,http://pt.dbpedia.org/resource/Aprendizagem
,,
Video_180,,
,Professor,http://pt.dbpedia.org/resource/Professor
,Escola,http://pt.dbpedia.org/resource/Escola
,Estudante,http://pt.dbpedia.org/resource/Aluno
,,
Video_181,,
,Tecnologia,http://pt.dbpedia.org/resource/Tecnologia
,Professor,http://pt.dbpedia.org/resource/Professor
,Escola,http://pt.dbpedia.org/resource/Escola
,Aprendizagem,http://pt.dbpedia.org/resource/Aprendizagem
,,
Video_182,,
,InformaçoÞes,http://pt.dbpedia.org/resource/Informa%C3%A7%C3%A3o
,Internet,http://pt.dbpedia.org/resource/Internet
,Pesquisas,http://pt.dbpedia.org/resource/Pesquisa
,,
Video_183,,
,Youtube,http://pt.dbpedia.org/resource/YouTube
,Professores,http://pt.dbpedia.org/resource/Professor
,EducaçaÞo,http://pt.dbpedia.org/resource/Educa%C3%A7%C3%A3o
,,
Video_184,,
,Grupo,http://pt.dbpedia.org/resource/Grupo_(sociologia)
,Google,http://pt.dbpedia.org/resource/Google
,,
Video_185,,
,Google,http://pt.dbpedia.org/resource/Google
,Google apps,http://pt.dbpedia.org/resource/Google_Apps
,Google Classroom,http://pt.dbpedia.org/resource/Google_Classroom
,Escolas,http://pt.dbpedia.org/resource/Escola
,Professor,http://pt.dbpedia.org/resource/Professor
,,
Video_186,,
,Khan Academy,http://pt.dbpedia.org/resource/Khan_Academy
,,
Video_187,,
,Khan Academy,http://pt.dbpedia.org/resource/Khan_Academy
,Habilidades,http://pt.dbpedia.org/resource/Habilidade
,Alunos,http://pt.dbpedia.org/resource/Aluno
,,
Video_188,,
,Khan Academy,http://pt.dbpedia.org/resource/Khan_Academy
,,
Video_189,,
,Modelagem de Dados,http://pt.dbpedia.org/resource/Modelagem_de_dados
,Computador,http://pt.dbpedia.org/resource/Computador
,,
,,
Video_190,Plataforma independente,http://pt.dbpedia.org/resource/Multiplataforma
